chunk_id,doc_id,chunk_index,title,category,chunk_text,chunk_word_count
2122_1,2122,1,World Cup 2022: Iran's turbulent build-up amid violent anti-government protests,unknown,"As anti-government protests continue to rage in Iran, the country's football team will soon have a global stage for their voice.",21
2123_1,2123,1,World Cup 2022: Inside a World Cup fan park in Qatar - scorching heat & £12.50 pints,unknown,"Scorching heat, lack of shade, £12.50 pints and huge screens - this is what it's like inside a World Cup fan park in Qatar.",24
2124_1,2124,1,"Turkey 2-1 Scotland: Steve Clarke says 'some things worked, some didn't' in defeat",unknown,"Head coach Steve Clarke says ""some things worked and some things didn't"" after Scotland fell to a disappointing 2-1 friendly defeat in Turkey.",23
2125_1,2125,1,Scott Mills raises £1m in treadmill challenge,unknown,The Radio 2 DJ has taken part in a 24-hour treadmill challenge to raise money for BBC Children In Need.,20
2126_1,2126,1,Taylor Swift ticket sales cancelled amid high demand,unknown,Tickets to see Taylor Swift live in concert sold so swiftly the general public never even had a chance to buy.,21
2127_1,2127,1,World Cup 2022: Senegal forward Sadio Mane ruled out after surgery,unknown,Senegal forward Sadio Mane is ruled out of the World Cup and has surgery on a knee injury he sustained playing for Bayern Munich.,24
2128_1,2128,1,Max Verstappen says reaction to team orders controversy 'unacceptable' and 'disgusting',unknown,"Max Verstappen says the reaction to his role in the Red Bull team orders controversy in Brazil has been ""unacceptable"" and ""disgusting"".",22
2129_1,2129,1,World Cup 2022: Conor Coady says it is not 'too much' to ask to speak about non-football issues,unknown,"England defender Conor Coady does not think it is ""too much"" to expect the side's players to speak about non-football issues.",21
2130_1,2130,1,"World Cup 2022: Iniesta, Van Bronckhorst, Tshabalala - 10 brilliant goals that defined the 2010 World Cup",unknown,"Watch 10 goals that defined the 2010 World Cup in South Africa, including Siphiwe Tshabalala's tournament opener, Giovanni van Bronckhorst's screamer and Andres Iniesta's winner in the final.",28
2131_1,2131,1,England v New Zealand: Owen Farrell's focus unshaken by century-cap landmark,unknown,"Owen Farrell has always had doubters and detractors but, as he closes in on his 100th England cap, his team-mates, past and present, are not among them.",27
2132_1,2132,1,Ivan Toney not picked for England on 'footballing grounds' - FA chief,unknown,"Brentford striker Ivan Toney was not selected for England's World Cup squad on ""footballing grounds"", says the Football Association chief executive Mark Bullingham.",23
2133_1,2133,1,Wimbledon relaxes all-white policy to let female players wear dark-coloured undershorts,unknown,"Female competitors at Wimbledon will be allowed to wear dark-coloured undershorts from next year to ""relieve anxiety"" of playing on their period.",22
2134_1,2134,1,The best teams who never won the World Cup,unknown,"The best teams not to win the World Cup are ranked by Gary Lineker, Alan Shearer and Micah Richards in the latest Match of the Day Top 10 podcast.",29
2135_1,2135,1,World Cup quiz: Can you name these seven players?,unknown,Think you know your World Cup players? Well now you can prove it by taking our picture quiz every day.,20
2136_1,2136,1,"World Cup 2022: Fixtures, schedule, groups and where to watch on TV",unknown,BBC Sport provides a day-by-day guide to who is playing when and where you can watch the match in the 2022 World Cup in Qatar.,25
2137_1,2137,1,World Cup 2022: What makes a Golden Boot winner?,unknown,BBC Sport looks at the previous top goalscorers in football's biggest tournament and examines who might top the charts in Qatar.,21
2138_1,2138,1,Who will win the World Cup? BBC pundits make their predictions,unknown,"Who will win, who might spring a surprise and how will England and Wales do? BBC pundits predict what will happen at the 2022 World Cup.",26
2139_1,2139,1,"World Cup 2022: Gary Lineker in Qatar to 'report, not support' controversial tournament",unknown,"Gary Lineker says he is in Qatar to ""report, not support"" the World Cup and will discuss the issues surrounding the ""tainted"" tournament on air.",25
2140_1,2140,1,World Cup 2022: Alcohol sales banned at World Cup stadiums in Qatar,unknown,Alcohol will not be sold to fans at the World Cup's eight stadiums in Qatar after Fifa changes its policy two days before the start of the tournament.,28
2141_1,2141,1,Wheelchair Rugby League World Cup: Tom Halliwell stars as England win - highlights,unknown,Watch highlights as England captain Tom Halliwell scores a late try to lead his side to a famous Wheelchair Rugby League World Cup final victory over France.,27
2142_1,2142,1,2022 World Cup: The numbers which make the Qatar event so different,unknown,The World Cup in Qatar starts on Sunday in what promises to be a unique tournament. So what makes it so different?,22
2143_1,2143,1,World Cup 2022: Inside a World Cup fan park in Qatar - scorching heat & £12 pints,unknown,"Scorching heat, lack of shade, £12 pints and huge screens - this is what it's like inside a World Cup fan park in Qatar.",24
2144_1,2144,1,Fifa boss accuses West of hypocrisy in World Cup speech,unknown,"Fifa president Gianni Infantino accuses the West of ""hypocrisy"" in its reporting about Qatar's human rights record on the eve of the World Cup.",24
2145_1,2145,1,Karim Benzema: France striker out of World Cup 2022 with thigh injury,unknown,France striker Karim Benzema is out of the 2022 World Cup in Qatar after he sustained a thigh injury in training.,21
2146_1,2146,1,Eddie Jones: England boss praises 'finishers' after dramatic 25-25 draw against New Zealand,unknown,"England head coach Eddie Jones praised his ""finishers"" after a stunning late comeback secured a 25-25 draw with New Zealand.",20
2147_1,2147,1,Rugby League World Cup: Australia coach Mal Meninga predicts more success for champions,unknown,"Mal Meninga says it is ""only the beginning"" for his Australia side after they won their third successive World Cup title with a 30-10 victory over Samoa at Old Trafford.",30
2148_1,2148,1,"Wales 12-13 Georgia: World Rugby 'cannot ignore' this result, say victors",unknown,Georgia believe victories over Italy and now Wales in Cardiff should pave the way for entry to the Six Nations.,20
2149_1,2149,1,"World Cup 2022: Messi, Ronaldo, Mbappe - relive 10 defining goals from 2018 tournament",unknown,"BBC Sport relives 10 defining goals from the 2018 World Cup - featuring stunning strikes from Lionel Messi, Kylian Mbappe and Cristiano Ronaldo.",23
2150_1,2150,1,Arsenal 2-3 Manchester United: Late show blows the WSL title race wide open,unknown,An error-strewn game ended by an incredible turnaround ensures the WSL grabbs football's attention - and puts Manchester United in a four-way title race,24
2151_1,2151,1,Rugby League World Cup: Australia beat Samoa 30-10 to win third consecutive World Cup,unknown,Watch highlights as Australia win a third World Cup in a row with a hard-fought 30-10 victory over Samoa at Old Trafford.,22
2152_1,2152,1,World Cup 2022: Tournament in Qatar set to get under way,unknown,"After 12 years of questions, criticisms and conjecture, the Fifa World Cup in Qatar will finally get under way on Sunday.",21
2153_1,2153,1,World Cup 2022: England and Wales braced for tournament openers,unknown,"Gareth Southgate says he wants to take England fans on a happy journey while Wales captain Gareth Bale relishes a ""massive piece"" of Wales' football history.",26
2154_1,2154,1,Iran captain voices solidarity with protests at home,unknown,Iran captain Ehsan Hajsafi speaks out against the situation in his home country before his nation's opening game against England at the World Cup.,24
2155_1,2155,1,Safe haven laws and the surrendered infants in US,unknown,"Michelle told no-one she was pregnant. So when she gave birth by the roadside, she did something she came to regret.",21
2156_1,2156,1,World Cup 2022: Qatar beaten by Ecuador as dream turns into nightmare,unknown,Qatar were beaten by Ecuador as the dreams of the host nation turned into a nightmare at Al Bayt Stadium.,20
2157_1,2157,1,England: 'No escape from furnace and expectation at World Cup 2022',unknown,"With England set to open their World Cup campaign against Iran on Monday, BBC Sport's Phil McNulty takes a closer look at what is at stake.",26
2158_1,2158,1,UK Championship final: Mark Allen beats Ding Junhui 10-7 after being 6-1 behind,unknown,Mark Allen produces a sensational recovery as he fights back from 6-1 down to beat Ding Junhui 10-7 for his first UK Championship title.,24
2159_1,2159,1,World Cup 2022: Enner Valencia scores double as hosts lose opening game,unknown,Watch highlights as Qatar become the first host nation to lose their opening game as Ecuador captain Enner Valencia scores twice.,21
2160_1,2160,1,England v New Zealand: Matt Dawson says 'Marcus Smith kick dead stopped me in my tracks',unknown,"England fans saw reasons to be cheerful and fearful in the dramatic draw with New Zealand, writes World Cup winner Matt Dawson.",22
2161_1,2161,1,World Cup 2022: How Wales can start 'dream' World Cup with a win,unknown,Former Wales defender and BBC pundit Danny Gabbidon on how Rob Page's side can start their first World Cup for 64 years by beating the United States.,27
2162_1,2162,1,World Cup 2022: Spending the night at Qatar's £175-a-night fan village,unknown,"BBC Sport's Nesta McGregor spends the night at the Qetaifan Island Fan Village just north of Doha, where football fans are arriving for the 2022 World Cup in Qatar.",29
2163_1,2163,1,USA 1-1 Wales: Gareth Bale penalty salvages draw in World Cup opener,unknown,Gareth Bale rescues Wales as the captain's late penalty salvages a draw against the United States in his country's first World Cup game for 64 years.,26
2164_1,2164,1,World Cup 2022: Iran players decline to sing national anthem,unknown,Iran decline to sing their national anthem before their World Cup match with England in apparent expression of support of anti-government protests in their homeland.,25
2165_1,2165,1,World Cup 2022: All six England goals from rampant 6-2 win over Iran in 90 seconds,unknown,Watch all of England's goals and the best player and pundit reaction from their thumping 6-2 win over Iran in the first World Cup in Qatar.,26
2166_1,2166,1,World Cup: The moment Gareth Bale sent Wales fans wild against USA,unknown,Watch the scenes as Gareth Bale sends Wales fans wild with their first World Cup goal in 64 years which earns a draw against the United States.,27
2167_1,2167,1,World Cup 2022: Netherlands leave it late to beat Senegal 2-0 - highlights,unknown,Watch highlights as the Netherlands leave it late to secure a 2-0 victory against Senegal in their first appearance at a World Cup since 2014 with goals from youngster Cody Gakpo and Davy Klaassen.,34
2168_1,2168,1,World Cup 2022: Jude Bellingham tournament debut draws praise from pundits,unknown,Fabulous footballer. Unbelievable player. Lampard and Gerrard rolled into one. Jude Bellingham's World Cup debut has many reaching for the superlatives.,21
2169_1,2169,1,Fallon Sherrock awarded place at PDC World Darts Championship,unknown,Fallon Sherrock is awarded a place at the PDC World Darts Championship after missing out on a qualification spot last month.,21
2170_1,2170,1,World Cup 2022: Bukayo Saka's tale of redemption caps England's perfect day,unknown,BBC Sport's chief football writer Phil McNulty reflects on an almost perfect afternoon for England in their World Cup opener.,20
2171_1,2171,1,Wales at the World Cup: Gareth Bale had 'no doubts' about historic goal against USA,unknown,"Gareth Bale says he had ""no doubts"" about taking the penalty which brought Wales' first World Cup goal since 1958 to seal a 1-1 draw with the USA.",28
2172_1,2172,1,"World Cup 2022: England, Wales & other European nations will not wear OneLove armbands",unknown,"England, Wales and other European nations will not wear the OneLove armband at the World Cup in Qatar because of the threat of players getting yellow cards.",27
2173_1,2173,1,World Cup 2022: Wales savour their moment in time after 64 years away,unknown,"After a painful 64-year absence from World Cups, Wales are set to make an emotional return when they face the United States on Monday.",24
2174_1,2174,1,World Cup 2022: England captain Harry Kane set to have scan on right ankle on Wednesday,unknown,England skipper Harry Kane is set to have a scan on his right ankle before Friday's World Cup game with the United States.,23
2175_1,2175,1,The Papers: 'Xmas strike chaos' and Qatar's 'war on equality',unknown,Rail strikes over the festive period and the row over World Cup host Qatar's approach to LGBT causes lead the papers.,21
2176_1,2176,1,She Said stars praise women who spoke out against Harvey Weinstein,unknown,The movie tells the story of the investigation that led to the downfall of one of Hollywood's most powerful figures.,20
2177_1,2177,1,World Cup 2022: Gareth Southgate 'worried' England used as example in referee video,unknown,"Gareth Southgate says he is ""worried"" that England were used as an example of a foul at a corner in Fifa's pre-tournament briefing for referees.",25
2178_1,2178,1,World Cup 2022: Olivier Giroud goes from understudy to leading light as he equals France scoring record,unknown,Olivier Giroud arrived in Qatar as an understudy among France's ensemble cast but took on a lead role in the 4-2 win over Australia.,24
2179_1,2179,1,World Cup 2022: Watch Kylian Mbappe's highlights for France against Australia,unknown,Watch the best of France's Kylian Mbappe's stunning performance during their 4-1 victory against Australia in at World Cup 2022.,20
2180_1,2180,1,2022 World Cup: Salem Al Dawsari scores stunning winner as Saudi Arabia shock Argentina,unknown,"Salem Al Dawsari produces ""a moment of magic"" to score the winner as Saudi Arabia stun Argentina 2-1 at the World Cup.",22
2181_1,2181,1,World Cup: Kylian Mbappe and Olivier Giroud fire France to 4-1 win against Australia - highlights,unknown,Watch highlights as Kylian Mbappe and Olivier Giroud star in a thrilling 4-1 victory for France against Australia in their opening Group D match at the World Cup.,28
2182_1,2182,1,World Cup 2022: France 4-1 Australia - holders cruise to opening Group D win,unknown,Olivier Giroud equals Thierry Henry's all-time scoring record for France as the holders start the defence of their World Cup crown with an emphatic win over Australia.,27
2183_1,2183,1,"World Cup 2022: Saudi Arabia deliver 'seismic' shock, but don't count Argentina out",unknown,"Argentina's shock World Cup defeat by Saudi Arabia is ""seismic"" and ""historic"", but what does it mean for both nations?",20
2184_1,2184,1,World Cup 2022: Mexico 0-0 Poland: Robert Lewandowski misses penalty in World Cup opener,unknown,Robert Lewandowski has a penalty saved as Poland and Mexico play out a goalless World Cup draw at a fervent Stadium 974.,22
2185_1,2185,1,Dressing room scenes after Saudis beat Argentina,unknown,We go inside the Saudi Arabia dressing room as their players celebrate the shock 2-1 victory against Argentina at the Fifa World Cup.,23
2186_1,2186,1,"World Cup 2022: 'I want more of the same from England, please' - Alan Shearer",unknown,Former England captain Alan Shearer says he hopes the Three Lions stick to the attacking approach shown against Iran when they face USA and Wales.,25
2187_1,2187,1,World Cup 2022: Why is there so much stoppage time being added on?,unknown,"The five matches at the World Cup so far have had much more stoppage time added on at the end of games than usual, but why?",26
2188_1,2188,1,Top 10 greatest World Cup winners,unknown,"The best World Cup-winning teams are ranked by Gary Lineker, Alan Shearer and Micah Richards in the latest Match of the Day Top 10 podcast.",25
2189_1,2189,1,World Cup 2022: Belgium to drop 'love' from away shirts in Qatar,unknown,"Belgium will not wear their white away shirts with the word ""love"" on the collar in the group stage of the World Cup following a discussion with Fifa.",28
2190_1,2190,1,Belgium 1-0 Canada: Michy Batshuayi scores after Alphonso Davies misses penalty,unknown,Belgium labour to victory in their opening World Cup game as they are pushed all the way by an outstanding effort from Canada.,23
2191_1,2191,1,How Qatar’s riches touch millions of UK lives,unknown,"From how you heat your home to where you shop, the UK's links to Qatar may be part of your day-to-day life.",22
2192_1,2192,1,Manchester United: Who might buy the football club?,unknown,"One of the world's biggest football clubs is up for sale, but who are the runners and riders to buy it?",21
2193_1,2193,1,World Cup 2022: Does 7-0 thrashing of sorry Costa Rica make Spain contenders?,unknown,"Whatever England can do, Spain can do better… but does thrashing hapless opposition in your opening game make you World Cup contenders?",22
2194_1,2194,1,World Cup 2022: Japan shock Germany with comeback win,unknown,Watch highlights as Japan produce a stunning comeback to win 2-1 and shock four-time winners Germany in the World Cup Group E opener.,23
2195_1,2195,1,World Cup 2022 armband row: 'Two parallel universes on human rights controversies',unknown,"""This is about religion, culture, the norms of the region and respect, versus LGBT advocates and activists vocal on human rights"", writes BBC's Shaimaa Khalil.",25
2196_1,2196,1,"Ronan O'Gara: La Rochelle head coach suspended for 10 weeks, his fourth ban in a year",unknown,La Rochelle head coach and former Ireland fly-half Ronan O'Gara is given a fourth suspension in a year after being banned for 10 weeks.,24
2197_1,2197,1,"Pakistan v England: Tourists add leg-spinner Rehan Ahmed, 18, to Test squad",unknown,Leicestershire's Rehan Ahmed will become England's youngest Test player if he makes his debut in the first Test in Pakistan in December.,22
2198_1,2198,1,"World Cup 2022: We will see a better Neymar for Brazil in Qatar, says Thiago Silva",unknown,"Brazil captain Thiago Silva says we will see a ""better Neymar"" at this World Cup after injury hampered his past two tournaments.",22
2199_1,2199,1,World Cup 2022: Japan manager Hajime Moriyasu hails 'historic victory' over Germany,unknown,"Japan boss Hajime Moriyasu says beating Germany in the World Cup is a ""historic moment"" showing the ""beauty of football"".",20
2200_1,2200,1,World Cup 2022: OneLove armband - Germany players cover mouths amid row with Fifa,unknown,Germany players cover their mouths for the team photograph before their World Cup opener against Japan amid the row with Fifa over the OneLove armband.,25
2201_1,2201,1,World Cup 2022: England captain Harry Kane able to train despite injury concern,unknown,"England captain Harry Kane trains with his team-mates on Wednesday, boosting hopes he will be fit for Friday's World Cup game against USA.",23
2202_1,2202,1,World Cup 2022: Canada boss John Herdman says he will be pinching himself in Qatar,unknown,Englishman John Herdman says he will have imposter syndrome when he takes charge of Canada at the World Cup in Qatar.,21
2203_1,2203,1,World Cup 2018 runners-up Croatia held by Morocco,unknown,"Croatia, runners-up four years ago, start their World Cup campaign with a goalless draw against a well-drilled Morocco at Al Bayt Stadium.",22
2204_1,2204,1,World Cup 2022: Team Canada warms up for historic game,unknown,"Canada will play for the first time in 36 years, ushering in a new era for football in the country.",20
2205_1,2205,1,World Cup 2022: Why Wales striker Kieffer Moore is underrated in every way - Ashley Williams,unknown,Former Wales captain Ashley Williams explains why striker Kieffer Moore is underrated in every way after his impact from the bench in the USA draw.,25
2206_1,2206,1,Portugal 3-2 Ghana: Cristiano Ronaldo hailed as 'phenomenon' and 'legend' after victory,unknown,"Cristiano Ronaldo is hailed as a ""phenomenon"" and ""legend"" after he becomes the first man to score at five Fifa World Cups.",22
2207_1,2207,1,Cost of living: The restaurants shrinking their menus to survive,unknown,Pies and burgers have been slashed from the menu at a Colchester restaurant due to staff shortages and soaring food prices.,21
2208_1,2208,1,Brazil 2-0 Serbia: Richarlison spearheads Brazil's World Cup charge,unknown,"Richarlison uses the World Cup stage to demonstrate why he is a first-choice for favourites Brazil at the 2022 World Cup, writes BBC Sport's Phil McNulty.",26
2209_1,2209,1,World Cup 2022 Highlights: Cristiano Ronaldo scores from spot as Portugal beat Ghana,unknown,Cristiano Ronaldo becomes the first man to score at five Fifa World Cups as Portugal begin their campaign with a thrilling victory over Ghana.,24
2210_1,2210,1,Juventus 1-1 Arsenal: Vivianne Miedema scores to salvage point for Gunners,unknown,Vivianne Miedema scores as Arsenal come from behind to earn a point in their Women's Champions League group game in Turin.,21
2211_1,2211,1,"World Cup 2022: Portugal 3-2 Ghana - Ronaldo, Felix and Leao score",unknown,Cristiano Ronaldo becomes the first player to score at five Fifa World Cups as Portugal begin their campaign with victory over Ghana.,22
2212_1,2212,1,World Cup 2022: How many games can you get to in one day?,unknown,BBC Sport's Nesta McGregor attempts to travel to as many matches as possible in one day at the World Cup in Qatar.,22
2213_1,2213,1,World Cup 2022: Who could be England’s Plan B against USA if they don't risk Harry Kane?,unknown,"BBC pundit Martin Keown feels Gareth Southgate will turn to Marcus Rashford to lead England's attack against the USA, if he does not want to risk Harry Kane after his injury.",31
2214_1,2214,1,World Cup 2022: Iran performance 'won't be enough' v USA - Gareth Southgate,unknown,"Gareth Southgate tells Kelly Somers that England must raise their level further against the USA - and says certain decisions going against England are ""a concern"".",26
2215_1,2215,1,World Cup 2022: Uruguay 0-0 South Korea - nothing to separate teams in exciting goalless draw,unknown,Nothing could separate Uruguay and South Korea in their World Cup opener in Group H despite plenty of attacking quality on show in Qatar.,24
2216_1,2216,1,World Cup 2022: Switzerland 1-0 Cameroon - Breel Embolo strike secures win,unknown,Switzerland's Cameroon-born Breel Embolo scores the only goal as they see off the Indomitable Lions in Group G at the Al Janoub Stadium in Qatar.,25
2217_1,2217,1,World Cup 2022: 'Furious' Wales take LGBTQ+ rights stand with rainbow flags,unknown,"Wales are ""furious"" players were threatened with bookings if they wore the OneLove armband and showed their support for LGBTQ+ rights with the rainbow flag at training.",27
2218_1,2218,1,World Cup 2022: Brazil 2-0 Serbia - Richarlison scores both goals,unknown,Richarlison scores twice - including a stunning volley on the turn - as five-time winners Brazil open their World Cup campaign by beating Serbia.,24
2219_1,2219,1,"World Cup 2022: Day of disappointment for England and Wales, but both can still qualify",unknown,It was a day of frustration for England and Wales at the World Cup in Qatar - but both teams still have a chance of qualifying for the knockout stages.,30
2220_1,2220,1,"Fifa threatened 'unlimited' sanctions on armbands, says FA",unknown,"FA chief executive Mark Bullingham says Fifa threatened ""unlimited"" sanctions against players who wore the OneLove armband during matches at the World Cup in Qatar.",25
2221_1,2221,1,World Cup 2022: England held to goalless draw by USA,unknown,England remain top of Group B after being held to hard fought 0-0 draw by the USA at the World Cup.,21
2222_1,2222,1,World Cup 2022: Wayne Hennessey sees red as Wales lose 2-0 against Iran,unknown,Watch highlights as Wales' World Cup hopes look to be in ruins after late goals give Iran a 2-0 win in their Group B game in Qatar.,27
2223_1,2223,1,World Cup 2022: England boss Gareth Southgate 'happy' but criticised over lack of creativity,unknown,"Gareth Southgate says he is ""happy with the mentality"" but is criticised for England's lack of creativity against USA - and not using Phil Foden.",25
2224_1,2224,1,World Cup 2022: England 0-0 USA - Does Gareth Southgate trust Harry Kane too much?,unknown,"After a drab draw against the United States, BBC Sport pundits Jermaine Jenas and Ashley Williams debate whether England boss Gareth Southgate trusts striker Harry Kane too much.",28
2225_1,2225,1,World Cup 2022: Wayne Hennessey sent off for reckless challenge on Mehdi Taremi,unknown,Wales goalkeeper Wayne Hennessey is sent off for a reckless challenge on Iran's Mehdi Taremi at the World Cup in Doha.,21
2226_1,2226,1,World Cup 2022: Harry Maguire's 'big strong performance' crucial for England against USA,unknown,"Match of the Day's Ashley Williams assesses Harry Maguire's ""big strong performance"" as the defender plays a crucial role for England in their 0-0 draw with USA at the World Cup.",31
2227_1,2227,1,World Cup permutations: What do England and Wales need to do to qualify for last 16?,unknown,BBC Sport looks at what England and Wales need to do to qualify for the last 16 at the World Cup in Qatar.,23
2228_1,2228,1,World Cup 2022: Wales 0-2 Iran - Magic moments run out for Bale and Ramsey,unknown,"As Wales head towards a first-round exit at the World Cup, key players Gareth Bale and Aaron Ramsey are struggling to produce game-changing performances.",24
2229_1,2229,1,World Cup 2022: Qatar 1-3 Senegal - hosts eliminated after two games,unknown,Qatar have been eliminated at the group-stage in their home World Cup after Senegal condemned them to a second straight loss.,21
2230_1,2230,1,Neymar will miss two World Cup games with ankle injury,unknown,"Brazil forward Neymar will miss their next two World Cup games after sustaining ligament damage in his right ankle, says their team doctor.",23
2231_1,2231,1,World Cup 2022: Netherlands 1-1 Ecuador: Enner Valencia goal earns draw for South Americans,unknown,Enner Valencia scores his third goal of the World Cup as Ecuador draw with the Netherlands to leave Group A wide open.,22
2232_1,2232,1,World Cup 2022: Yunus Musah swapped England for USA and 'big decisions paid off',unknown,Valencia midfielder Yunus Musah played his youth football in England but is now set to face the Three Lions at a World Cup with the USA.,26
2233_1,2233,1,Wales v Iran: Gareth Bale voted your worst player,unknown,Rate the players out of 10 as Wales face Iran in the group stage at the 2022 World Cup in Qatar.,21
2234_1,2234,1,World Cup 2022: Anthony Hudson - USA's English coach who spent time as prison visitor,unknown,Englishman Anthony Hudson spent time working in high security prisons - and that has given him a sense of perspective as he plots the Three Lions' downfall with the USA at the World Cup on Friday.,36
2235_1,2235,1,Family claim Rotherham Hospital delays led to death of boy,unknown,"Yusuf Mahmud Nazir, five, was not admitted to hospital despite his uncle ""begging"" for help as his condition worsened, his family say.",22
2236_1,2236,1,"Two boys, 16, die after being stabbed a mile apart in London",unknown,"Due to the closeness and timings of the incidents, police say they are trying to establish if they are linked.",20
2237_1,2237,1,Nottingham fire death family were planning new life in USA,unknown,The man whose wife and children died after a flat fire says they were set to join him in the US.,21
2238_1,2238,1,"World Cup 2022: 'Where there is Lionel Messi, there is hope for Argentina'",unknown,BBC Sport's Phil McNulty reflects on a tense night for Argentina and Lionel Messi after their 2-0 victory over Mexico in their second group-stage match at the World Cup.,29
2239_1,2239,1,Dillian Whyte: Briton delivers flat performance in points victory over Jermaine Franklin,unknown,"With Anthony Joshua watching ringside, Dillian Whyte's big comeback night fell flat as he laboured past Jermaine Franklin in London.",20
2240_1,2240,1,England 13-27 South Africa: Eddie Jones says defeat was 'entirely my fault',unknown,"England head coach Eddie Jones says his side's 27-13 defeat by South Africa at Twickenham was ""entirely my fault"" but believes they can have a ""really good go"" at next year's World Cup.",33
2241_1,2241,1,Warren Gatland is top target for Wales if Wayne Pivac is replaced,unknown,Warren Gatland is a leading contender to return as Wales coach if the Welsh Rugby Union decide to replace Wayne Pivac.,21
2242_1,2242,1,World Cup 2022: Lionel Messi rescues Argentina against Mexico before wonderful Enzo Fernandez strike,unknown,Lionel Messi's strike opens the scoring for Argentina in their must-not-lose World Cup Group C match with Mexico before Enzo Fernandez's sublime effort seals victory.,25
2243_1,2243,1,World Cup 2022: Kylian Mbappe stars in France's 2-1 win against Denmark - highlights,unknown,Watch highlights as Kylian Mbappe scores twice to give France a 2-1 victory against Denmark which makes them the first team to reach the knockout stage at the World Cup.,30
2244_1,2244,1,Doddie Weir: Obituary for iconic Scotland and British and Irish Lions lock,unknown,"Tom English celebrates the life of Doddie Weir, a man who brought the best out of people and made it his mission to make them smile.",26
2245_1,2245,1,Argentina 2-0 Mexico: Lionel Messi & Enzo Fernandez score in crucial win,unknown,Lionel Messi scores a superb goal as Argentina get a vital victory over Mexico to boost their hopes of qualifying for the World Cup last 16.,26
2246_1,2246,1,World Cup 2022: Fifa opens disciplinary proceedings against Serbia over controversial Kosovo flag,unknown,Fifa opens disciplinary proceedings against Serbia's football association after its team hung a controversial flag depicting Kosovo in their dressing room.,21
2247_1,2247,1,World Cup 2022: England's Harry Kane needs a rest - Alan Shearer,unknown,Former England captain Alan Shearer says the Three Lions need to freshen things up against Wales in Tuesday's final game of the group stage at the 2022 World Cup,29
2248_1,2248,1,World Cup 2022: France 2 Denmark 1: Kylian Mbappe scores twice as holders reach knockout stage,unknown,Kylian Mbappe scores twice for France as the defending champions lay down a marker by beating Denmark and becoming the first team to reach the World Cup knockout stage.,29
2249_1,2249,1,World Cup 2022: Cristiano Ronaldo a 'total genius' for winning Portugal penalty - Fifa,unknown,"Cristiano Ronaldo is called a ""total genius"" by Fifa for winning Portugal's penalty in their opening World Cup victory over Ghana.",21
2250_1,2250,1,World Cup 2022: Streaming service blocked in Saudi Arabia,unknown,Fans in Saudi Arabia have been unable to watch all of the World Cup after a streaming service was blocked by the country's government.,24
2251_1,2251,1,World Cup 2022: 'Let's show the world what Wales are really about - Ashley Williams,unknown,Former Wales captain Ashley Williams explains why Wales can still end their World Cup on a high when they face England on Tuesday.,23
2252_1,2252,1,David Stirling: The rogue soldier who created the SAS,unknown,"David Stirling, the Scot known as the founder of the SAS, was not what you would expect of a military hero.",21
2253_1,2253,1,World Cup 2022: Germany's Jamal Musiala again shows his potential as he impresses against Spain,unknown,Germany teenager Jamal Musiala's performance in the 1-1 draw with Spain again shows how exciting his future in the game can be.,22
2254_1,2254,1,World Cup 2022: Niclas Fullkrug saves Germany with late leveller against Spain,unknown,Substitutes Alvaro Morata and Niclas Fullkrug score the goals as Spain and Germany play out a 1-1 draw at the World Cup which means that Group E will go down to the final set of fixtures.,36
2255_1,2255,1,World Cup 2022: Andrej Kramaric double eliminates Canada,unknown,Andrej Kramaric scores twice as Croatia beat Canada 4-1 to knock them out of the World Cup despite Alphonso Davies scoring their first ever men's World Cup goal.,28
2256_1,2256,1,Matt Dawson column: 'It's unravelling for Jones - the RFU has a decision to make',unknown,"England are well short of the leading Rugby World Cup contenders. Any new coach would improve them. The Rugby Football Union now has a decision to make, says Matt Dawson.",30
2257_1,2257,1,"World Cup 2022: Belgium were 'afraid to lose' against Morocco, says Roberto Martinez",unknown,"Belgium show ""a fear of losing"" and ""haven't been the best Belgium yet"", says boss Roberto Martinez after a World Cup defeat by Morocco.",24
2258_1,2258,1,Women's FA Cup: Newcastle set new attendance record outside of a final,unknown,Newcastle United set a new Women's FA Cup attendance record in their 2-1 second-round win over Barnsley at St James' Park.,21
2259_1,2259,1,World Cup 2022: England don't need 'boos' to know we didn't play well - Marcus Rashford,unknown,"England's players do not ""need fans to boo"" them to know they have not played well, says forward Marcus Rashford.",20
2260_1,2260,1,World Cup 2022: Iran complain to Fifa over flag change on social media by US,unknown,Iran's football federation complains to Fifa after the United States removed the emblem of the Islamic Republic from the country's flag in social media posts.,25
2261_1,2261,1,World Cup 2022: Croatia 4-1 Canada - Andrej Kramaric scores twice to send Canada out,unknown,"Alphonso Davies scores Canada's first-ever World Cup goal, but it is not enough to stop them being knocked out following a defeat by Croatia.",24
2262_1,2262,1,"World Cup 2022: Fouling Neymar 'has to stop', Brazil coach Tite says",unknown,"Brazil head coach Tite says the high number of fouls on Neymar ""has to stop"" after the forward was injured in their group-stage victory over Serbia.",26
2263_1,2263,1,World Cup 2022: Jurgen Klinsmann to speak to Carlos Queiroz after row,unknown,"Jurgen Klinsmann says he wants to speak to Carlos Queiroz to ""calm things down"" after the Iran manager said the German's criticism of his team was a ""disgrace to football"".",30
